"96a70303-09f6-4eb4-a20d-af37ebedaff8","b938c0b7-8ee0-491e-af4b-ae7f3cbd9821","MRR","2023-06-30 19:47:07.074309+05:30","2023-06-30 19:47:07.074309+05:30",
"96a70303-09f6-4eb4-a20d-af37ebedaff8","fc1015da-7db4-4aa6-844d-92a5557f7941","MRN","2023-06-30 19:47:07.074309+05:30","2023-06-30 19:47:07.074309+05:30",
"96a70303-09f6-4eb4-a20d-af37ebedaff8","bec7c5ef-291f-4147-bb20-88bac5a2aec3","CANCELGRN","2023-06-30 19:47:07.074309+05:30","2023-06-30 19:47:07.074309+05:30",
"96a70303-09f6-4eb4-a20d-af37ebedaff8","34c8d448-5fbb-4a37-9dce-2d346a77ae97","RETURNMRN","2023-06-30 19:47:07.074309+05:30","2023-06-30 19:47:07.074309+05:30",
"96a70303-09f6-4eb4-a20d-af37ebedaff8","ba23b5a7-2ed1-44f6-a673-c924cae9ba8a","STR","2023-06-30 19:47:07.074309+05:30","2023-06-30 19:47:07.074309+05:30",
"96a70303-09f6-4eb4-a20d-af37ebedaff8","7eb7037e-bf3a-4a70-8b93-01fd1bbc206f","PTPR","2023-06-30 19:47:07.074309+05:30","2023-06-30 19:47:07.074309+05:30",
"96a70303-09f6-4eb4-a20d-af37ebedaff8","8df38a27-065c-4c78-b91e-a279c451b833","LTLR","2023-06-30 19:47:07.074309+05:30","2023-06-30 19:47:07.074309+05:30",
"96a70303-09f6-4eb4-a20d-af37ebedaff8","bd64de24-1756-4088-8400-07c943ac0403","CANCELLTL","2023-06-30 19:47:07.074309+05:30","2023-06-30 19:47:07.074309+05:30",
"96a70303-09f6-4eb4-a20d-af37ebedaff8","b9954f6b-b0e4-4f41-97da-7914fc223f16","CANCELMIN","2023-06-30 19:47:07.074309+05:30","2023-06-30 19:47:07.074309+05:30",
"96a70303-09f6-4eb4-a20d-af37ebedaff8","4872b5a5-5d5a-4b32-82a9-047d7120addf","CANCELMRF","2023-06-30 19:47:07.074309+05:30","2023-06-30 19:47:07.074309+05:30",
"96a70303-09f6-4eb4-a20d-af37ebedaff8","6c053ca4-dac6-48bf-a92e-a7df01c8c03c","CANCELMRN","2023-06-30 19:47:07.074309+05:30","2023-06-30 19:47:07.074309+05:30",
"96a70303-09f6-4eb4-a20d-af37ebedaff8","206ea46b-8360-476b-a722-9a150a5b0e92","CANCELMRR","2023-06-30 19:47:07.074309+05:30","2023-06-30 19:47:07.074309+05:30",
"96a70303-09f6-4eb4-a20d-af37ebedaff8","d4b6ec03-9614-4ed1-ad27-b08b1afed817","CANCELPTP","2023-06-30 19:47:07.074309+05:30","2023-06-30 19:47:07.074309+05:30",
"96a70303-09f6-4eb4-a20d-af37ebedaff8","fb69c8ca-2943-4334-8324-077ef7ebc5a2","CANCELPTPR","2023-06-30 19:47:07.074309+05:30","2023-06-30 19:47:07.074309+05:30",
"96a70303-09f6-4eb4-a20d-af37ebedaff8","ee63667f-aff7-4f04-9459-4a6db0614b01","CANCELSTO","2023-06-30 19:47:07.074309+05:30","2023-06-30 19:47:07.074309+05:30",
"96a70303-09f6-4eb4-a20d-af37ebedaff8","c67632f4-8e46-4ef7-900b-cbb72e8903f8","CANCELSTOGRN","2023-06-30 19:47:07.074309+05:30","2023-06-30 19:47:07.074309+05:30",
"96a70303-09f6-4eb4-a20d-af37ebedaff8","ec6d039b-9286-4e13-8f9f-092b12e75808","CANCELUTILITY","2023-06-30 19:47:07.074309+05:30","2023-06-30 19:47:07.074309+05:30",
"96a70303-09f6-4eb4-a20d-af37ebedaff8","c69c9f62-c3fc-4703-95d4-dd3a5227e010","STOGRN","2023-06-30 19:47:07.074309+05:30","2023-06-30 19:47:07.074309+05:30",
"96a70303-09f6-4eb4-a20d-af37ebedaff8","8ae879e6-7b55-4040-8254-7f4420a6a1c1","SRCTS","2023-06-30 19:47:07.074309+05:30","2023-06-30 19:47:07.074309+05:30",
"96a70303-09f6-4eb4-a20d-af37ebedaff8","a4ae48a0-fab0-4450-a369-57f34a20a68a","STSRC","2023-06-30 19:47:07.074309+05:30","2023-06-30 19:47:07.074309+05:30",
"96a70303-09f6-4eb4-a20d-af37ebedaff8","a8c1e4a2-a2cf-48d0-8c61-3412026465bb","CANCELSTC","2023-06-30 19:47:07.074309+05:30","2023-06-30 19:47:07.074309+05:30",
"96a70303-09f6-4eb4-a20d-af37ebedaff8","ad02c1e9-1158-47b5-9022-13b8c9d3eaa3","CANCELRETURNMRN","2023-06-30 19:47:07.074309+05:30","2023-06-30 19:47:07.074309+05:30",
"96a70303-09f6-4eb4-a20d-af37ebedaff8","41f177a9-e1ab-4cc0-baea-96e761fe367b","CANCELSTR","2023-06-30 19:47:07.074309+05:30","2023-06-30 19:47:07.074309+05:30",
"96a70303-09f6-4eb4-a20d-af37ebedaff8","3cf1600e-28d5-4ee9-b099-fedec9cffd06","CANCELLTLR","2023-06-30 19:47:07.074309+05:30","2023-06-30 19:47:07.074309+05:30",
"bcf315c5-e41a-4a3f-821c-631b1889ca72","4a8a6116-449c-4b9c-a063-d2c53847e8c3","Store Location 1","2023-06-30 19:47:07.074309+05:30","2023-06-30 19:47:07.074309+05:30","10040"
"bcf315c5-e41a-4a3f-821c-631b1889ca72","aa9b3163-0891-4d10-931e-21d2c14db94b","Store Location 2","2023-06-30 19:47:07.074309+05:30","2023-06-30 19:47:07.074309+05:30","10050"
