0bc38c21-0500-42a7-93bf-a4cda1c87c49,c8b1bd5c-796d-4146-b318-23541d6d2e52,project_id,Project ID,1,2024-11-07 13:36:00.782591+05:30,2024-11-07 13:36:00.782591+05:30
55bc3adc-28f5-456f-b8ae-71e3d376cce5,c8b1bd5c-796d-4146-b318-23541d6d2e52,code,Level Code,1,2024-11-07 13:36:00.782591+05:30,2024-11-07 13:36:00.782591+05:30
a7c6aa79-6a88-4c0e-b1ed-dd6b5358e177,c8b1bd5c-796d-4146-b318-23541d6d2e52,name,Level Name,1,2024-11-07 13:36:00.782591+05:30,2024-11-07 13:36:00.782591+05:30
12afeefc-d8d0-487d-af95-e6221dc1a7a9,c8b1bd5c-796d-4146-b318-23541d6d2e52,id,Level ID,1,2024-11-07 13:36:00.782591+05:30,2024-11-07 13:36:00.782591+05:30
46ca0f29-0c93-4d3d-bd62-0c6dc8799471,511cf1bf-bf0a-40d4-8497-5b8a536acc31,urban_hierarchy_id,Level ID,1,2024-11-07 13:36:00.782591+05:30,2024-11-07 13:36:00.782591+05:30
7646d40e-3a23-4e00-8ef0-e988c3efdc15,511cf1bf-bf0a-40d4-8497-5b8a536acc31,code,Entry Code,1,2024-11-07 13:36:00.782591+05:30,2024-11-07 13:36:00.782591+05:30
9415eecd-ff5c-4c84-a61e-00da0726a847,511cf1bf-bf0a-40d4-8497-5b8a536acc31,name,Entry Name,1,2024-11-07 13:36:00.782591+05:30,2024-11-07 13:36:00.782591+05:30
5cf1ac31-f85a-45d8-b717-00055f34031a,511cf1bf-bf0a-40d4-8497-5b8a536acc31,id,Entry ID,1,2024-11-07 13:36:00.782591+05:30,2024-11-07 13:36:00.782591+05:30
e5a35e24-868d-4105-9c12-884240cb805a,511cf1bf-bf0a-40d4-8497-5b8a536acc31,parent_id,Parent ID,1,2024-11-07 13:36:00.782591+05:30,2024-11-07 13:36:00.782591+05:30
e22048ff-9e27-468b-998e-527c26811655,bd21c7a2-c96c-4e00-acdc-d993235ddc07,project_id,Project ID,1,2024-11-07 13:36:00.782591+05:30,2024-11-07 13:36:00.782591+05:30
2a57abb9-25e6-4a75-8158-284b982482f2,bd21c7a2-c96c-4e00-acdc-d993235ddc07,name,Level Name,1,2024-11-07 13:36:00.782591+05:30,2024-11-07 13:36:00.782591+05:30
a4611a35-6cb2-4122-b8e3-0ad30338538d,bd21c7a2-c96c-4e00-acdc-d993235ddc07,code,Level Code,1,2024-11-07 13:36:00.782591+05:30,2024-11-07 13:36:00.782591+05:30
8e041f1c-e798-470b-96d4-0b49cad466b3,bd21c7a2-c96c-4e00-acdc-d993235ddc07,id,Level ID,1,2024-11-07 13:36:00.782591+05:30,2024-11-07 13:36:00.782591+05:30
59c1d3e7-1ce6-4ce9-a5b3-52cb3124afef,2e8f3a8e-d816-45dd-bd97-dfc3a949ee02,code,Entry Code,1,2024-11-07 13:36:00.782591+05:30,2024-11-07 13:36:00.782591+05:30
893d87a6-6fd0-47d5-99e2-4d4d34db2cf6,2e8f3a8e-d816-45dd-bd97-dfc3a949ee02,name,Entry Name,1,2024-11-07 13:36:00.782591+05:30,2024-11-07 13:36:00.782591+05:30
f195989d-06a8-4595-a351-67f1193f411a,2e8f3a8e-d816-45dd-bd97-dfc3a949ee02,urban_hierarchy_id,Level ID,1,2024-11-07 13:36:00.782591+05:30,2024-11-07 13:36:00.782591+05:30
4c97678b-b2a5-4831-b4fe-0819fa736e5e,2e8f3a8e-d816-45dd-bd97-dfc3a949ee02,id,Entry ID,1,2024-11-07 13:36:00.782591+05:30,2024-11-07 13:36:00.782591+05:30
8258e3e2-8ce6-44fe-b342-539c5b7137e3,2e8f3a8e-d816-45dd-bd97-dfc3a949ee02,parent_id,Parent ID,1,2024-11-07 13:36:00.782591+05:30,2024-11-07 13:36:00.782591+05:30
